index,country,year,wealth_index,is_urban,households,latitude,longitude
rwanda_2010_00-0,rwanda,2010.0,-0.7362222075462341,0.0,26.0,-2.532818078994751,29.68472671508789
rwanda_2010_00-1,rwanda,2010.0,-0.8677471876144409,0.0,26.0,-1.8338580131530762,30.31068992614746
rwanda_2010_00-2,rwanda,2010.0,-0.83583664894104,0.0,24.0,-1.8881549835205078,29.47829818725586
rwanda_2010_00-3,rwanda,2010.0,-0.8523425459861755,0.0,25.0,-2.366763114929199,30.521692276000977
rwanda_2010_00-4,rwanda,2010.0,-0.6005591154098511,0.0,25.0,-2.1712660789489746,30.01854133605957
rwanda_2010_00-5,rwanda,2010.0,-0.4950026571750641,1.0,26.0,-2.036916971206665,30.114591598510742
rwanda_2010_00-6,rwanda,2010.0,-0.7541898488998413,0.0,25.0,-1.7686359882354736,29.799135208129883
rwanda_2010_00-7,rwanda,2010.0,-0.708810567855835,0.0,26.0,-1.7694250345230103,29.967649459838867
rwanda_2010_00-8,rwanda,2010.0,0.7888238430023193,1.0,25.0,-1.9748339653015137,30.111135482788086
rwanda_2010_00-9,rwanda,2010.0,0.014922210946679115,0.0,25.0,-2.0382208824157715,30.310014724731445
rwanda_2010_00-10,rwanda,2010.0,-0.6412321925163269,0.0,26.0,-2.0210180282592773,30.651838302612305
rwanda_2010_00-11,rwanda,2010.0,-0.7283582091331482,0.0,24.0,-2.212707042694092,29.921205520629883
rwanda_2010_00-12,rwanda,2010.0,-1.0024276971817017,0.0,26.0,-2.2272400856018066,29.413434982299805
rwanda_2010_00-13,rwanda,2010.0,-0.7548585534095764,0.0,25.0,-1.9123409986495972,29.512758255004883
rwanda_2010_00-14,rwanda,2010.0,-0.8319931030273438,0.0,25.0,-1.9978829622268677,29.631616592407227
rwanda_2010_00-15,rwanda,2010.0,-0.9047302603721619,0.0,26.0,-2.0728468894958496,30.824888229370117
rwanda_2010_00-16,rwanda,2010.0,-0.7468733191490173,0.0,26.0,-2.116178035736084,29.8138370513916
rwanda_2010_00-17,rwanda,2010.0,-0.7559850811958313,0.0,25.0,-1.7199259996414185,29.55581283569336
rwanda_2010_00-18,rwanda,2010.0,-0.6737507581710815,0.0,26.0,-2.193394899368286,30.012104034423828
rwanda_2010_00-19,rwanda,2010.0,-0.7249996066093445,0.0,25.0,-2.3728580474853516,29.704832077026367
rwanda_2010_00-20,rwanda,2010.0,-0.5661264657974243,0.0,24.0,-2.1916449069976807,29.29096221923828
rwanda_2010_00-21,rwanda,2010.0,-0.6062335968017578,0.0,26.0,-2.267461061477661,29.81554412841797
rwanda_2010_00-22,rwanda,2010.0,1.5317026376724243,1.0,22.0,-1.9842979907989502,30.124576568603516
rwanda_2010_00-23,rwanda,2010.0,-0.49980899691581726,0.0,25.0,-1.640578031539917,29.322452545166016
rwanda_2010_00-24,rwanda,2010.0,-0.48082906007766724,0.0,25.0,-1.413640022277832,29.73784065246582
rwanda_2010_00-25,rwanda,2010.0,-0.4767017364501953,0.0,25.0,-1.355376958847046,30.414936065673828
rwanda_2010_00-26,rwanda,2010.0,-0.8300225734710693,0.0,26.0,-1.670936942100525,29.35862922668457
rwanda_2010_00-27,rwanda,2010.0,-0.7591381072998047,0.0,25.0,-1.649839997291565,29.618431091308594
rwanda_2010_00-28,rwanda,2010.0,0.7841955423355103,1.0,26.0,-1.9570989608764648,30.056541442871094
rwanda_2010_00-29,rwanda,2010.0,-0.8206754922866821,0.0,26.0,-1.6531699895858765,30.391794204711914
rwanda_2010_00-30,rwanda,2010.0,-0.7316053509712219,0.0,26.0,-1.9281120300292969,29.606201171875
rwanda_2010_00-31,rwanda,2010.0,-0.68438720703125,0.0,25.0,-1.8073190450668335,30.195201873779297
rwanda_2010_00-32,rwanda,2010.0,-0.059850968420505524,0.0,24.0,-1.8608490228652954,30.288848876953125
rwanda_2010_00-33,rwanda,2010.0,-0.8241473436355591,0.0,26.0,-1.5967299938201904,29.383047103881836
rwanda_2010_00-34,rwanda,2010.0,-0.7194656133651733,0.0,25.0,-2.243705987930298,30.545879364013672
rwanda_2010_00-35,rwanda,2010.0,-0.699514627456665,0.0,26.0,-1.4299479722976685,30.295583724975586
rwanda_2010_00-36,rwanda,2010.0,-0.5323062539100647,0.0,26.0,-2.585716962814331,29.667566299438477
rwanda_2010_00-37,rwanda,2010.0,-0.14758506417274475,0.0,26.0,-1.2249480485916138,30.414024353027344
rwanda_2010_00-38,rwanda,2010.0,-0.3983250856399536,0.0,26.0,-1.4073179960250854,30.25541877746582
rwanda_2010_00-39,rwanda,2010.0,-0.64708411693573,0.0,25.0,-2.6448090076446533,29.625656127929688
rwanda_2010_00-40,rwanda,2010.0,-0.68575519323349,0.0,25.0,-2.1543190479278564,29.592662811279297
rwanda_2010_00-41,rwanda,2010.0,-0.4902932643890381,1.0,26.0,-2.1192638874053955,30.59107208251953
rwanda_2010_00-42,rwanda,2010.0,-0.8380810022354126,0.0,24.0,-2.6540300846099854,29.49094009399414
rwanda_2010_00-43,rwanda,2010.0,-0.5637587904930115,0.0,25.0,-1.8427129983901978,29.961729049682617
rwanda_2010_00-44,rwanda,2010.0,-0.7366194725036621,0.0,26.0,-1.6357460021972656,30.134193420410156
rwanda_2010_00-45,rwanda,2010.0,0.5649487972259521,1.0,26.0,-1.9816850423812866,30.0918025970459
rwanda_2010_00-46,rwanda,2010.0,-0.9674867391586304,0.0,25.0,-2.7665328979492188,29.442455291748047
rwanda_2010_00-47,rwanda,2010.0,-0.627223551273346,0.0,25.0,-1.9112039804458618,29.688087463378906
rwanda_2010_00-48,rwanda,2010.0,-0.6002855896949768,0.0,26.0,-1.8207590579986572,29.310800552368164
rwanda_2010_00-49,rwanda,2010.0,-0.784600019454956,0.0,25.0,-1.5222519636154175,29.972440719604492
rwanda_2010_00-50,rwanda,2010.0,-0.7591714859008789,0.0,26.0,-1.7356480360031128,30.350217819213867
rwanda_2010_00-51,rwanda,2010.0,0.9062258005142212,1.0,25.0,-1.8969639539718628,30.07851791381836
rwanda_2010_00-52,rwanda,2010.0,-0.645907461643219,1.0,26.0,-2.25376296043396,29.818389892578125
rwanda_2010_00-53,rwanda,2010.0,-0.8411607146263123,0.0,26.0,-2.6603119373321533,29.48845672607422
rwanda_2010_00-54,rwanda,2010.0,-0.4160502254962921,0.0,25.0,-2.036320924758911,30.567216873168945
rwanda_2010_00-55,rwanda,2010.0,0.8250135779380798,1.0,24.0,-1.944694995880127,30.02764129638672
rwanda_2010_00-56,rwanda,2010.0,0.804877519607544,0.0,25.0,-1.9413570165634155,30.117212295532227
rwanda_2010_00-57,rwanda,2010.0,-0.6472848057746887,0.0,25.0,-1.5067850351333618,29.937149047851562
rwanda_2010_00-58,rwanda,2010.0,-0.6389487981796265,0.0,26.0,-1.7244319915771484,30.44629669189453
rwanda_2010_00-59,rwanda,2010.0,1.0408440828323364,0.0,25.0,-1.6803820133209229,29.265094757080078
rwanda_2010_00-60,rwanda,2010.0,-0.16005253791809082,0.0,25.0,-2.3849129676818848,30.130895614624023
rwanda_2010_00-61,rwanda,2010.0,-0.6880338191986084,0.0,25.0,-1.6639280319213867,30.038930892944336
rwanda_2010_00-62,rwanda,2010.0,-0.6870008707046509,0.0,26.0,-1.3820589780807495,30.186241149902344
rwanda_2010_00-63,rwanda,2010.0,-0.6900086402893066,0.0,26.0,-1.4641849994659424,30.188365936279297
rwanda_2010_00-64,rwanda,2010.0,-0.5450763702392578,0.0,26.0,-2.275269031524658,30.632707595825195
rwanda_2010_00-65,rwanda,2010.0,-0.8428608775138855,0.0,26.0,-1.6044210195541382,29.663305282592773
rwanda_2010_00-66,rwanda,2010.0,-0.7439372539520264,0.0,26.0,-1.6944500207901,29.293840408325195
rwanda_2010_00-67,rwanda,2010.0,-0.6933987140655518,0.0,25.0,-1.4063299894332886,30.06145668029785
rwanda_2010_00-68,rwanda,2010.0,-0.38966408371925354,0.0,25.0,-2.619374990463257,29.520305633544922
rwanda_2010_00-69,rwanda,2010.0,0.7705181241035461,1.0,26.0,-1.961753010749817,30.148305892944336
rwanda_2010_00-70,rwanda,2010.0,-0.7710514664649963,0.0,26.0,-1.532891035079956,29.896194458007812
rwanda_2010_00-71,rwanda,2010.0,-0.5997306108474731,1.0,26.0,-1.6771440505981445,29.300912857055664
rwanda_2010_00-72,rwanda,2010.0,-0.5133829712867737,0.0,25.0,-1.5254019498825073,29.393545150756836
rwanda_2010_00-73,rwanda,2010.0,-0.7431785464286804,0.0,26.0,-1.6990549564361572,29.750062942504883
rwanda_2010_00-74,rwanda,2010.0,-0.7263083457946777,0.0,24.0,-2.2815639972686768,29.671659469604492
rwanda_2010_00-75,rwanda,2010.0,1.3576643466949463,1.0,26.0,-1.9843790531158447,30.114561080932617
rwanda_2010_00-76,rwanda,2010.0,-0.9152717590332031,0.0,25.0,-1.8262790441513062,29.500459671020508
rwanda_2010_00-77,rwanda,2010.0,-0.9001531600952148,0.0,26.0,-1.8732839822769165,29.40297508239746
rwanda_2010_00-78,rwanda,2010.0,-0.6181052327156067,0.0,26.0,-2.196906089782715,29.70517921447754
rwanda_2010_00-79,rwanda,2010.0,0.9849302768707275,1.0,23.0,-1.9193940162658691,30.063068389892578
rwanda_2010_00-80,rwanda,2010.0,-0.6838714480400085,0.0,23.0,-2.324280023574829,29.246870040893555
rwanda_2010_00-81,rwanda,2010.0,-0.8582172989845276,0.0,26.0,-2.156733989715576,29.58156967163086
rwanda_2010_00-82,rwanda,2010.0,-0.8313154578208923,0.0,26.0,-2.5438249111175537,29.4871883392334
rwanda_2010_00-83,rwanda,2010.0,-0.8920378684997559,0.0,22.0,-2.2447500228881836,30.369447708129883
rwanda_2010_00-84,rwanda,2010.0,-0.9188067317008972,0.0,26.0,-2.76277494430542,29.682687759399414
rwanda_2010_00-85,rwanda,2010.0,-0.7873575091362,0.0,26.0,-1.6394000053405762,29.386457443237305
rwanda_2010_00-86,rwanda,2010.0,0.46939796209335327,1.0,26.0,-1.9773279428482056,30.072168350219727
rwanda_2010_00-87,rwanda,2010.0,1.0762574672698975,1.0,26.0,-1.9536499977111816,30.139625549316406
rwanda_2010_00-88,rwanda,2010.0,-0.7048447132110596,0.0,26.0,-2.474958896636963,29.838132858276367
rwanda_2010_00-89,rwanda,2010.0,-0.7460016012191772,0.0,23.0,-2.4280760288238525,29.46249771118164
rwanda_2010_00-90,rwanda,2010.0,-0.7063413858413696,0.0,26.0,-2.3572659492492676,29.80231285095215
rwanda_2010_00-91,rwanda,2010.0,-0.4705948233604431,0.0,26.0,-1.559757947921753,29.55806541442871
rwanda_2010_00-92,rwanda,2010.0,-0.44325780868530273,0.0,26.0,-1.6311980485916138,30.3633975982666
rwanda_2010_00-93,rwanda,2010.0,-0.5706896781921387,0.0,26.0,-2.1045010089874268,29.436317443847656
