index,country,year,wealth_index,is_urban,households,latitude,longitude
nigeria_2010_00-0,nigeria,2010.0,-0.6425299048423767,0.0,26.0,6.732516765594482,8.002321243286133
nigeria_2010_00-1,nigeria,2010.0,-0.4064708352088928,0.0,25.0,7.2475080490112305,8.657347679138184
nigeria_2010_00-2,nigeria,2010.0,-0.4201166033744812,0.0,26.0,7.358567237854004,8.489307403564453
nigeria_2010_00-3,nigeria,2010.0,-0.6542942523956299,0.0,26.0,6.864353179931641,8.890684127807617
nigeria_2010_00-4,nigeria,2010.0,0.25670671463012695,0.0,25.0,6.950979232788086,8.345338821411133
nigeria_2010_00-5,nigeria,2010.0,-0.4597530961036682,0.0,25.0,7.125690937042236,7.845279216766357
nigeria_2010_00-6,nigeria,2010.0,-0.4168452024459839,0.0,25.0,7.753442764282227,9.607372283935547
nigeria_2010_00-7,nigeria,2010.0,1.5825287103652954,1.0,22.0,7.756096839904785,8.553324699401855
nigeria_2010_00-8,nigeria,2010.0,0.9773343801498413,0.0,23.0,9.078008651733398,7.175686836242676
nigeria_2010_00-9,nigeria,2010.0,1.02663254737854,1.0,23.0,9.088659286499023,7.3203558921813965
nigeria_2010_00-10,nigeria,2010.0,1.476567268371582,1.0,20.0,9.119989395141602,7.431838035583496
nigeria_2010_00-11,nigeria,2010.0,-0.6321790218353271,0.0,22.0,7.6270599365234375,7.247780799865723
nigeria_2010_00-12,nigeria,2010.0,-0.9566329717636108,0.0,20.0,8.22089672088623,6.166905879974365
nigeria_2010_00-13,nigeria,2010.0,0.32577380537986755,0.0,26.0,7.306940078735352,7.7022929191589355
nigeria_2010_00-14,nigeria,2010.0,0.8201900720596313,1.0,26.0,7.574196815490723,6.230748176574707
nigeria_2010_00-15,nigeria,2010.0,1.648626685142517,1.0,26.0,7.8075971603393555,6.732921123504639
nigeria_2010_00-16,nigeria,2010.0,1.0598347187042236,1.0,25.0,7.549979209899902,6.243509769439697
nigeria_2010_00-17,nigeria,2010.0,0.5093814134597778,0.0,23.0,7.571541786193848,6.7133469581604
nigeria_2010_00-18,nigeria,2010.0,-0.240707129240036,0.0,26.0,8.398275375366211,4.412779808044434
nigeria_2010_00-19,nigeria,2010.0,-0.40035074949264526,0.0,26.0,8.843016624450684,4.806814193725586
nigeria_2010_00-20,nigeria,2010.0,-0.3006172776222229,0.0,26.0,8.729697227478027,4.800638198852539
nigeria_2010_00-21,nigeria,2010.0,1.0511155128479004,1.0,26.0,8.483041763305664,4.544549942016602
nigeria_2010_00-22,nigeria,2010.0,1.2160273790359497,1.0,26.0,8.131064414978027,5.1013312339782715
nigeria_2010_00-23,nigeria,2010.0,-0.5046192407608032,0.0,25.0,8.190134048461914,8.292280197143555
nigeria_2010_00-24,nigeria,2010.0,0.13449601829051971,0.0,25.0,8.592569351196289,8.33170223236084
nigeria_2010_00-25,nigeria,2010.0,0.715488612651825,0.0,26.0,8.445215225219727,8.70821475982666
nigeria_2010_00-26,nigeria,2010.0,1.4491026401519775,1.0,25.0,8.9432373046875,8.619321823120117
nigeria_2010_00-27,nigeria,2010.0,-0.541175365447998,0.0,26.0,10.31797981262207,4.4752888679504395
nigeria_2010_00-28,nigeria,2010.0,-0.41819220781326294,0.0,26.0,9.313130378723145,6.388657093048096
nigeria_2010_00-29,nigeria,2010.0,-0.37554246187210083,0.0,26.0,9.373089790344238,5.857227802276611
nigeria_2010_00-30,nigeria,2010.0,0.042590413242578506,0.0,26.0,10.189916610717773,4.9034647941589355
nigeria_2010_00-31,nigeria,2010.0,-0.5996545553207397,0.0,26.0,9.618284225463867,7.136373043060303
nigeria_2010_00-32,nigeria,2010.0,-0.7718853950500488,0.0,26.0,10.236502647399902,6.85339879989624
nigeria_2010_00-33,nigeria,2010.0,2.2491211891174316,1.0,24.0,9.59752368927002,6.533614158630371
nigeria_2010_00-34,nigeria,2010.0,-0.6354905366897583,0.0,25.0,9.339001655578613,9.57889175415039
nigeria_2010_00-35,nigeria,2010.0,-0.1117086261510849,0.0,26.0,9.621903419494629,8.734231948852539
nigeria_2010_00-36,nigeria,2010.0,0.7159712910652161,1.0,24.0,9.937337875366211,8.856895446777344
nigeria_2010_00-37,nigeria,2010.0,1.3062329292297363,1.0,23.0,9.894749641418457,8.890751838684082
nigeria_2010_00-38,nigeria,2010.0,0.2214658111333847,1.0,25.0,9.31439208984375,9.443203926086426
nigeria_2010_00-39,nigeria,2010.0,-0.6357861757278442,0.0,26.0,9.82204532623291,8.65163516998291
nigeria_2010_00-40,nigeria,2010.0,-0.13305777311325073,0.0,25.0,8.557234764099121,11.996187210083008
nigeria_2010_00-41,nigeria,2010.0,-0.4348685145378113,0.0,25.0,9.673815727233887,11.85517406463623
nigeria_2010_00-42,nigeria,2010.0,-0.5136714577674866,0.0,26.0,10.7882719039917,13.491655349731445
nigeria_2010_00-43,nigeria,2010.0,-0.6411533951759338,0.0,23.0,10.324478149414062,13.299290657043457
nigeria_2010_00-44,nigeria,2010.0,0.12048173695802689,0.0,25.0,9.945493698120117,12.449660301208496
nigeria_2010_00-45,nigeria,2010.0,0.3586699366569519,1.0,23.0,10.621779441833496,13.384483337402344
nigeria_2010_00-46,nigeria,2010.0,-0.7722193002700806,1.0,23.0,9.220900535583496,12.439493179321289
nigeria_2010_00-47,nigeria,2010.0,-0.7784562706947327,0.0,26.0,11.49495792388916,10.791507720947266
nigeria_2010_00-48,nigeria,2010.0,-0.451458603143692,0.0,24.0,11.84277057647705,10.810897827148438
nigeria_2010_00-49,nigeria,2010.0,-0.6814467906951904,0.0,25.0,11.587013244628906,10.24540901184082
nigeria_2010_00-50,nigeria,2010.0,-0.8058408498764038,0.0,20.0,11.72440242767334,10.236059188842773
nigeria_2010_00-51,nigeria,2010.0,-0.731556236743927,0.0,25.0,11.2325439453125,9.390048027038574
nigeria_2010_00-52,nigeria,2010.0,0.2678346037864685,0.0,24.0,11.44888687133789,9.900243759155273
